regional,sigla_estados_regional,provincia_eclesiastica,papel_na_provincia,tipo_circunscricao,circunscricao,ano_criacao,url_cnbb_regional,fonte_wikipedia,estado,municipio_sede,regiao,bairro,endereco,nome_da_igreja_paroquia,cnpj,canal_de_doacoes,contato,nome_do_paroco
Regional Leste 2,MG,Província Eclesiástica de Belo Horizonte,sufragânea,Diocese,Diocese de Luz,1918,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Belo Horizonte,sufragânea,Diocese,Diocese de Oliveira,1941,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Belo Horizonte,sufragânea,Diocese,Diocese de Sete Lagoas,1955,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Belo Horizonte,sufragânea,Diocese,Diocese de Divinópolis,1958,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Pouso Alegre,sede metropolitana,Arquidiocese,Arquidiocese de Pouso Alegre,1962,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Pouso Alegre,sufragânea,Diocese,Diocese da Campanha,1907,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Pouso Alegre,sufragânea,Diocese,Diocese de Guaxupé,1916,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Uberaba,sede metropolitana,Arquidiocese,Arquidiocese de Uberaba,1962,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Uberaba,sufragânea,Diocese,Diocese de Patos de Minas,1955,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Uberaba,sufragânea,Diocese,Diocese de Uberlândia,1961,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Uberaba,sufragânea,Diocese,Diocese de Ituiutaba,1982,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Juiz de Fora,sede metropolitana,Arquidiocese,Arquidiocese de Juiz de Fora,1962,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Juiz de Fora,sufragânea,Diocese,Diocese de Leopoldina,1942,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Juiz de Fora,sufragânea,Diocese,Diocese de São João del Rei,1960,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Montes Claros,sede metropolitana,Arquidiocese,Arquidiocese de Montes Claros,2001,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Montes Claros,sufragânea,Diocese,Diocese de Januária,1957,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Montes Claros,sufragânea,Diocese,Diocese de Paracatu,1962,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 2,MG,Província Eclesiástica de Montes Claros,sufragânea,Diocese,Diocese de Janaúba,2000,https://www.cnbb.org.br/leste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 3,ES,Província Eclesiástica de Vitória,sede metropolitana,Arquidiocese,Arquidiocese de Vitória,1958,https://www.cnbb.org.br/leste-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 3,ES,Província Eclesiástica de Vitória,sufragânea,Diocese,Diocese de São Mateus,1958,https://www.cnbb.org.br/leste-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 3,ES,Província Eclesiástica de Vitória,sufragânea,Diocese,Diocese de Cachoeiro de Itapemirim,1958,https://www.cnbb.org.br/leste-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Leste 3,ES,Província Eclesiástica de Vitória,sufragânea,Diocese,Diocese de Colatina,1990,https://www.cnbb.org.br/leste-3/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sede metropolitana,Arquidiocese,Arquidiocese de Goiânia,1956,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Goiás,1826,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Jataí,1956,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Ipameri,1966,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Anápolis,1966,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Itumbiara,1966,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de Rubiataba-Mozarlândia,1966,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Goiânia,sufragânea,Diocese,Diocese de São Luís de Montes Belos,1981,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Brasília,sede metropolitana,Arquidiocese,Arquidiocese de Brasília,1966,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Brasília,sufragânea,Diocese,Diocese de Uruaçu,1956,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Brasília,sufragânea,Diocese,Diocese de Formosa,1979,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Centro-Oeste,"GO, MT, DF",Província Eclesiástica de Brasília,sufragânea,Diocese,Diocese de Luziânia,1989,https://www.cnbb.org.br/centro-oeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sede metropolitana,Arquidiocese,Arquidiocese de Campo Grande,1978,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Corumbá,1910,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Dourados,1957,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Três Lagoas,1978,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Coxim,1978,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Jardim,1981,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste I,MS,Província Eclesiástica de Campo Grande,sufragânea,Diocese,Diocese de Naviraí,2011,https://www.cnbb.org.br/oeste-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sede metropolitana,Arquidiocese,Arquidiocese de Cuiabá,1910,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de São Luiz de Cáceres,1910,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Diamantino,1979,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Sinop,1982,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Barra do Garças,1982,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Juína,1997,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Rondonópolis-Guiratinga,2014,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Oeste II,MT,Província Eclesiástica de Cuiabá,sufragânea,Diocese,Diocese de Primavera do Leste-Paranatinga,2014,https://www.cnbb.org.br/oeste-2/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sede metropolitana,Arquidiocese,Arquidiocese de Porto Velho,1982,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Prelazia,Prelazia de Lábrea,1925,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Diocese,Diocese de Humaitá,1979,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Diocese,Diocese de Guajará-Mirim,1979,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Diocese,Diocese de Ji-Paraná,1983,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Diocese,Diocese de Rio Branco,1986,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Noroeste,"RO, AC, AM, MT",Província Eclesiástica de Porto Velho,sufragânea,Diocese,Diocese de Cruzeiro do Sul,1987,https://www.cnbb.org.br/noroeste/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sede metropolitana,Arquidiocese,Arquidiocese de São Paulo,1908,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Santos,1924,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Santo André,1954,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Mogi das Cruzes,1962,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Guarulhos,1981,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Osasco,1989,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Santo Amaro,1989,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de Campo Limpo,1989,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de São Paulo,sufragânea,Diocese,Diocese de São Miguel Paulista,1989,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sede metropolitana,Arquidiocese,Arquidiocese de Botucatu,1958,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Lins,1926,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Assis,1928,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Marília,1952,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Presidente Prudente,1960,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Bauru,1964,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Araçatuba,1994,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Botucatu,sufragânea,Diocese,Diocese de Ourinhos,1998,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sede metropolitana,Arquidiocese,Arquidiocese de Campinas,1958,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de São Carlos,1908,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de Bragança Paulista,1925,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de Piracicaba,1944,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de Limeira,1976,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de Amparo,1997,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Campinas,sufragânea,Diocese,Diocese de Jaú,2024,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Ribeirão Preto,sede metropolitana,Arquidiocese,Arquidiocese de Ribeirão Preto,1958,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Ribeirão Preto,sufragânea,Diocese,Diocese de Jaboticabal,1929,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Ribeirão Preto,sufragânea,Diocese,Diocese de São João da Boa Vista,1960,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Ribeirão Preto,sufragânea,Diocese,Diocese de Franca,1971,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Aparecida,sede metropolitana,Arquidiocese,Arquidiocese de Aparecida,1958,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Aparecida,sufragânea,Diocese,Diocese de Taubaté,1908,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Aparecida,sufragânea,Diocese,Diocese de Lorena,1937,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Aparecida,sufragânea,Diocese,Diocese de São José dos Campos,1981,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
Regional Sul 1,SP,Província Eclesiástica de Aparecida,sufragânea,Diocese,Diocese de Caraguatatuba,1999,https://www.cnbb.org.br/sul-1/,https://pt.wikipedia.org/wiki/Circunscri%C3%A7%C3%B5es_eclesi%C3%A1sticas_cat%C3%B3licas_do_Brasil,,,,,,,,,,
